生效日期,城市省份ID,城市名_中文,城市名_英文,胜利点,城市人口_原版无独立字段,人口口径,所属地区人口,所属地区ID,所属地区_中文,所属地区_英文,地区类型,地区建筑槽,本地补给,地区省份数,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,核心TAG,宣称TAG,省份类型,地形,是否沿海,大陆,大陆ID,省份RGB,地图X,地图高度Y,地图Z,地图旋转,地图缩放,是否补给节点,补给节点等级字段,铁路经过数量,铁路最高等级,地区资源,地区建筑,本省建筑,城市特殊名_中文,城市特殊名_英文,来源州文件
base,3273,格拉斯哥,Glasgow,15,,所属地区manpower,2257723,133,拉纳克,Lanark,city,6,0.0,8,ENG,大不列颠,Great Britain,,SCO;ENG,,land,urban,false,europe,1,"43,66,8",2726.84,10.28,1654.00,1.57,0.24,yes,1,4,1,"{""coal"": 29, ""steel"": 21}","{""air_base"": 3, ""anti_air_building"": 2, ""dockyard"": 4, ""industrial_complex"": 1, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\133-Strathclyde.txt
base,11218,邓弗里斯,Dumfries,1,,所属地区manpower,2257723,133,拉纳克,Lanark,city,6,0.0,8,ENG,大不列颠,Great Britain,,SCO;ENG,,land,mountain,true,europe,1,"169,6,132",2745.24,10.77,1638.00,-1.57,0.28,yes,1,2,1,"{""coal"": 29, ""steel"": 21}","{""air_base"": 3, ""anti_air_building"": 2, ""dockyard"": 4, ""industrial_complex"": 1, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\133-Strathclyde.txt
base,9303,戈尔韦,Galway,3,,所属地区manpower,667100,134,康诺特,Connaught,town,4,13.0,9,IRE,自由爱尔兰,Free Ireland,,IRE,,land,plains,true,europe,1,"127,81,59",2650.62,9.94,1601.00,1.57,0.20,no,,0,0,,"{""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\134-Connaught.txt
base,11371,斯莱戈,Sligo,1,,所属地区manpower,667100,134,康诺特,Connaught,town,4,13.0,9,IRE,自由爱尔兰,Free Ireland,,IRE,,land,forest,true,europe,1,"169,183,197",2660.94,9.82,1618.00,1.57,0.24,no,,0,0,,"{""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\134-Connaught.txt
base,7394,科克,Cork,5,,所属地区manpower,941400,135,芒斯特,Munster,town,4,0.0,10,IRE,自由爱尔兰,Free Ireland,,IRE,,land,hills,true,europe,1,"90,153,161",2661.12,11.05,1568.00,1.57,0.24,yes,1,1,2,"{""coal"": 1}","{""industrial_complex"": 3, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\135-Munster.txt
base,6313,利默里克,Limerick,1,,所属地区manpower,941400,135,芒斯特,Munster,town,4,0.0,10,IRE,自由爱尔兰,Free Ireland,,IRE,,land,plains,false,europe,1,"85,87,31",2660.84,10.00,1586.00,1.57,0.24,no,,1,2,"{""coal"": 1}","{""industrial_complex"": 3, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\135-Munster.txt
base,200,阿伯丁,Aberdeen,5,,所属地区manpower,745466,136,阿伯丁,Aberdeenshire,town,4,0.0,7,ENG,大不列颠,Great Britain,,SCO;ENG,,land,plains,true,europe,1,"0,207,25",2757.12,10.16,1689.00,1.57,0.24,no,,0,0,"{""aluminium"": 3, ""tungsten"": 4}","{""dockyard"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\136-Aberdeenshire.txt
base,3150,邓迪,Dundee,1,,所属地区manpower,745466,136,阿伯丁,Aberdeenshire,town,4,0.0,7,ENG,大不列颠,Great Britain,,SCO;ENG,,land,hills,true,europe,1,"42,159,88",2746.12,12.65,1669.00,1.57,0.24,no,,1,1,"{""aluminium"": 3, ""tungsten"": 4}","{""dockyard"": 2, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\136-Aberdeenshire.txt
base,3686,塞瓦斯托波尔,Sevastopol,20,,所属地区manpower,1061607,137,克里米亚,Crimea,city,6,10.0,9,SOV,俄罗斯,Russia,,SOV;CRI,,land,urban,true,europe,1,"45,93,218",3332.08,9.70,1410.81,-1.57,0.24,yes,1,1,2,,"{""air_base"": 3, ""dockyard"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 3, ""naval_base"": 10, ""naval_headquarters"": {""allowed"": {""has_dlc"": ""No Compromise, No Surrender""}, ""level"": 1}}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\137-Crimea.txt
base,9680,刻赤,Kerch,1,,所属地区manpower,1061607,137,克里米亚,Crimea,city,6,10.0,9,SOV,俄罗斯,Russia,,SOV;CRI,,land,plains,true,europe,1,"129,123,89",3372.48,9.80,1424.70,-1.57,0.20,no,,0,0,,"{""air_base"": 3, ""dockyard"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 1, ""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\137-Crimea.txt
base,6704,雅尔塔,Yalta,1,,所属地区manpower,1061607,137,克里米亚,Crimea,city,6,10.0,9,SOV,俄罗斯,Russia,,SOV;CRI,,land,forest,true,europe,1,"87,96,91",3340.62,10.80,1411.06,-1.57,0.28,no,,0,0,,"{""air_base"": 3, ""dockyard"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\137-Crimea.txt
base,705,辛菲罗波尔,Simferopol,3,,所属地区manpower,1061607,137,克里米亚,Crimea,city,6,10.0,9,SOV,俄罗斯,Russia,,SOV;CRI,,land,plains,true,europe,1,"3,108,185",3334.88,9.65,1422.00,-1.57,0.28,no,,1,2,,"{""air_base"": 3, ""dockyard"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\137-Crimea.txt
base,9279,马尔默,Malmö,5,,所属地区manpower,1047701,138,斯科讷,Skåne,city,6,0.0,11,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,plains,true,europe,1,"127,54,19",3009.37,9.62,1635.00,1.57,0.18,yes,1,2,2,"{""coal"": 2}","{""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 1, ""naval_base"": 5}",DEN:马尔默,DEN:Malmø,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\138-Skane.txt
base,11215,卡尔斯克鲁纳,Karlskrona,1,,所属地区manpower,1047701,138,斯科讷,Skåne,city,6,0.0,11,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,plains,true,europe,1,"169,0,202",3045.48,9.70,1650.00,1.57,0.18,yes,1,1,1,"{""coal"": 2}","{""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 3, ""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\138-Skane.txt
base,6345,赫尔辛堡,Helsingborg,1,,所属地区manpower,1047701,138,斯科讷,Skåne,city,6,0.0,11,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,plains,true,europe,1,"85,129,96",3004.92,9.50,1645.00,1.57,0.18,no,,1,2,"{""coal"": 2}","{""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\138-Skane.txt
base,9329,延雪平,Jönköping,1,,所属地区manpower,390366,139,斯莫兰,Småland,rural,2,5.0,13,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,forest,false,europe,1,"127,111,214",3028.88,10.66,1679.00,-1.57,0.32,no,,1,2,"{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\139-Smaland.txt
base,299,卡尔马,Kalmar,2,,所属地区manpower,390366,139,斯莫兰,Småland,rural,2,5.0,13,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,forest,true,europe,1,"1,81,180",3059.96,9.70,1660.75,-1.57,0.24,no,,0,0,"{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\139-Smaland.txt
base,211,博里霍姆,Borgholm,1,,所属地区manpower,390366,139,斯莫兰,Småland,rural,2,5.0,13,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,plains,true,europe,1,"1,3,75",3066.80,9.50,1664.44,-1.57,0.24,no,,0,0,"{""steel"": 4}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\139-Smaland.txt
base,383,哥德堡,Göteborg,10,,所属地区manpower,889962,140,西约特兰,Västergötland,town,4,0.0,10,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,urban,true,europe,1,"1,183,155",2993.84,9.70,1681.00,1.57,0.24,yes,1,3,2,"{""coal"": 1, ""steel"": 2}","{""air_base"": 1, ""arms_factory"": 1, ""dockyard"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}","{""coastal_bunker"": 5, ""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\140-Vaster Gotland.txt
base,6050,斯德哥尔摩,Stockholm,20,,所属地区manpower,1488181,141,南曼兰,Södermanland,city,6,0.0,21,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,urban,true,europe,1,"84,30,31",3085.48,9.90,1723.84,-1.57,0.24,yes,1,3,2,"{""aluminium"": 2, ""steel"": 24}","{""air_base"": 6, ""arms_factory"": 2, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 4}","{""coastal_bunker"": 3, ""naval_base"": 5}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\141-Sodermanland.txt
base,9149,乌普萨拉,Uppsala,3,,所属地区manpower,1488181,141,南曼兰,Södermanland,city,6,0.0,21,SWE,瑞典王国,Kingdom of Sweden,,SWE,,land,plains,false,europe,1,"126,111,9",3085.52,9.70,1732.00,-1.57,0.24,no,,1,1,"{""aluminium"": 2, ""steel"": 24}","{""air_base"": 6, ""arms_factory"": 2, ""dockyard"": 1, ""industrial_complex"": 3, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\141-Sodermanland.txt
base,53,斯塔万格,Stavanger,3,,所属地区manpower,484520,142,西挪威,Vestlandet,town,4,0.0,24,NOR,挪威,Norway,,NOR,,land,plains,true,europe,1,"0,36,195",2899.44,9.90,1706.30,-1.57,0.24,no,,0,0,"{""aluminium"": 10, ""chromium"": 1}","{""air_base"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}","{""coastal_bunker"": 1, ""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\142-Vestlandet.txt
base,122,卑尔根,Bergen,5,,所属地区manpower,484520,142,西挪威,Vestlandet,town,4,0.0,24,NOR,挪威,Norway,,NOR,,land,hills,true,europe,1,"0,111,130",2897.75,10.30,1742.36,-1.57,0.44,yes,1,1,1,"{""aluminium"": 10, ""chromium"": 1}","{""air_base"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}","{""coastal_bunker"": 2, ""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\142-Vestlandet.txt
base,3022,特隆赫姆,Trondheim,5,,所属地区manpower,280271,143,特伦德拉格,Trøndelag,rural,2,0.0,17,NOR,挪威,Norway,,NOR;SMI,,land,hills,true,europe,1,"42,21,173",2968.52,10.60,1814.00,-1.57,0.20,yes,1,2,1,,"{""arms_factory"": 0, ""industrial_complex"": 1, ""infrastructure"": 2}","{""coastal_bunker"": 2, ""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\143-Midt-Noreg.txt
base,192,纳尔维克,Narvik,5,,所属地区manpower,142100,144,诺德兰,Nordland,rural,2,0.0,8,NOR,挪威,Norway,,NOR;SMI,,land,mountain,true,europe,1,"0,195,160",3078.28,10.20,1943.38,-1.57,0.28,yes,1,1,1,"{""steel"": 6}","{""air_base"": 1, ""infrastructure"": 2}","{""naval_base"": 3}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\144-Nord-Noreg.txt
base,9126,博德,Bodø,1,,所属地区manpower,142100,144,诺德兰,Nordland,rural,2,0.0,8,NOR,挪威,Norway,,NOR;SMI,,land,mountain,true,europe,1,"126,81,49",3042.24,9.50,1916.00,1.57,0.32,no,,0,0,"{""steel"": 6}","{""air_base"": 1, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\144-Nord-Noreg.txt
base,9228,玛丽港,Mariehamn,1,,所属地区manpower,28139,145,奥兰,Åland,small_island,1,0.0,1,FIN,芬兰,Finland,,FIN,,land,plains,true,europe,1,"126,204,89",3118.40,9.67,1741.00,1.57,0.36,no,,0,0,,"{""infrastructure"": 2}","{""naval_base"": 1}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\145-Aland.txt
base,9206,维普里,Viipuri,3,,所属地区manpower,604427,146,卡累利阿,Karjala,town,4,0.0,16,FIN,芬兰,Finland,,FIN;KAR,,land,forest,true,europe,1,"126,177,49",3248.20,9.84,1752.00,1.57,0.22,yes,1,3,1,,"{""industrial_complex"": 2, ""infrastructure"": 3}","{""coastal_bunker"": 1}",SWE:维堡,SWE:Viborg,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\146-Karelia.txt
base,197,萨拉,Salla,1,,所属地区manpower,4630,147,萨拉,Salla,enclave,0,0.0,3,FIN,芬兰,Finland,,FIN;KAR;SMI,,land,forest,false,europe,1,"0,204,5",3264.40,11.00,1902.00,1.57,0.36,no,,0,0,,"{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\147-Salla.txt
base,11164,凯米,Kemi,2,,所属地区manpower,121737,148,拉皮,Lappi,rural,2,3.0,29,FIN,芬兰,Finland,,FIN;SMI,,land,forest,true,europe,1,"168,156,97",3193.37,10.00,1875.94,1.57,0.30,no,,1,1,"{""chromium"": 2, ""steel"": 7}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\148-Lappi.txt
base,6087,罗瓦涅米,Rovaniemi,1,,所属地区manpower,121737,148,拉皮,Lappi,rural,2,3.0,29,FIN,芬兰,Finland,,FIN;SMI,,land,forest,false,europe,1,"84,60,81",3209.43,10.40,1897.27,1.57,0.38,no,,0,0,"{""chromium"": 2, ""steel"": 7}","{""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\148-Lappi.txt
base,11125,托尔尼奥,Tornio,1,,所属地区manpower,121737,148,拉皮,Lappi,rural,2,3.0,29,FIN,芬兰,Finland,,FIN;SMI,,land,forest,true,europe,1,"168,111,217",3180.04,10.02,1885.00,1.57,0.36,no,,1,1,"{""chromium"": 2, ""steel"": 7}","{""infrastructure"": 1}",,SWE:托尔内奥,SWE:Torneå,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\148-Lappi.txt
base,6142,伊纳里,Inari,1,,所属地区manpower,121737,148,拉皮,Lappi,rural,2,3.0,29,FIN,芬兰,Finland,,FIN;SMI,,land,forest,false,europe,1,"84,126,21",3230.40,10.80,1946.00,1.57,0.40,no,,0,0,"{""chromium"": 2, ""steel"": 7}","{""infrastructure"": 1}",,SWE:伊恩纳尔,SWE:Enare,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\148-Lappi.txt
base,3122,瓦萨,Vaasa,2,,所属地区manpower,594860,149,瓦萨,Vaasa,town,4,0.0,18,FIN,芬兰,Finland,,FIN,,land,plains,true,europe,1,"42,123,98",3140.76,9.50,1805.00,1.57,0.32,yes,1,2,1,,"{""industrial_complex"": 2, ""infrastructure"": 2}","{""naval_base"": 1}",SWE:瓦萨,SWE:Vasa,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\149-Vaasa.txt
base,66,科科拉,Kokkola,1,,所属地区manpower,594860,149,瓦萨,Vaasa,town,4,0.0,18,FIN,芬兰,Finland,,FIN,,land,plains,true,europe,1,"0,48,50",3170.12,9.71,1828.00,1.57,0.24,no,,1,1,,"{""industrial_complex"": 2, ""infrastructure"": 2}",,SWE:卡勒比,SWE:Karleby,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\149-Vaasa.txt
base,6013,塞伊奈约基,Seinäjoki,1,,所属地区manpower,594860,149,瓦萨,Vaasa,town,4,0.0,18,FIN,芬兰,Finland,,FIN,,land,plains,false,europe,1,"84,3,141",3153.80,9.80,1796.46,1.57,0.30,no,,1,1,,"{""industrial_complex"": 2, ""infrastructure"": 2}",,SWE:东米拉,SWE:Östermyra,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\149-Vaasa.txt
base,6141,于韦斯屈莱,Jyväskylä,1,,所属地区manpower,594860,149,瓦萨,Vaasa,town,4,0.0,18,FIN,芬兰,Finland,,FIN,,land,forest,false,europe,1,"84,123,161",3207.44,10.30,1798.14,1.57,0.30,no,,1,1,,"{""industrial_complex"": 2, ""infrastructure"": 2}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\149-Vaasa.txt
base,11141,库奥皮奥,Kuopio,2,,所属地区manpower,392400,150,库奥皮奥,Kuopio,rural,2,0.0,28,FIN,芬兰,Finland,,FIN,,land,forest,false,europe,1,"168,129,162",3236.79,9.50,1803.84,1.57,0.26,yes,1,2,1,"{""steel"": 3}","{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\150-Kuopio.txt
base,136,瓦尔考斯,Varkaus,1,,所属地区manpower,392400,150,库奥皮奥,Kuopio,rural,2,0.0,28,FIN,芬兰,Finland,,FIN,,land,forest,false,europe,1,"0,129,70",3240.55,10.40,1785.36,1.57,0.26,no,,0,0,"{""steel"": 3}","{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\150-Kuopio.txt
base,9061,约恩苏,Joensuu,1,,所属地区manpower,392400,150,库奥皮奥,Kuopio,rural,2,0.0,28,FIN,芬兰,Finland,,FIN,,land,forest,false,europe,1,"126,21,144",3275.04,10.20,1795.22,1.57,0.16,no,,1,1,"{""steel"": 3}","{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\150-Kuopio.txt
base,3125,卡亚尼,Kajaani,1,,所属地区manpower,392400,150,库奥皮奥,Kuopio,rural,2,0.0,28,FIN,芬兰,Finland,,FIN,,land,forest,false,europe,1,"42,126,63",3238.88,9.60,1827.74,1.57,0.24,no,,2,1,"{""steel"": 3}","{""industrial_complex"": 1, ""infrastructure"": 1}",,SWE:卡亚纳,SWE:Kajana,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\150-Kuopio.txt
base,658,库尔,Chur,1,,所属地区manpower,598920,151,东瑞士阿尔卑斯,Eastern Swiss Alps,rural,2,0.0,5,SWI,赫尔维蒂军政府,Helvetic Junta,,SWI,,land,mountain,false,europe,1,"3,51,140",2947.64,14.25,1449.00,1.57,0.16,no,,1,2,"{""aluminium"": 15}","{""industrial_complex"": 1, ""infrastructure"": 1}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\151-Eastern Swiss Alps.txt
base,688,萨尔茨堡,Salzburg,10,,所属地区manpower,675377,152,上奥地利,Upper Austria,city,6,0.0,6,AUS,奥地利,Austria,,AUS,,land,forest,false,europe,1,"3,90,140",3013.40,14.00,1468.16,-1.57,0.20,yes,1,2,1,"{""aluminium"": 1, ""coal"": 4, ""steel"": 15}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\152-Upper Austria.txt
base,9665,韦尔斯,Wels,3,,所属地区manpower,675377,152,上奥地利,Upper Austria,city,6,0.0,6,AUS,奥地利,Austria,,AUS,,land,plains,false,europe,1,"129,102,79",3025.48,11.45,1480.00,1.57,0.16,no,,3,2,"{""aluminium"": 1, ""coal"": 4, ""steel"": 15}","{""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\152-Upper Austria.txt
base,673,因斯布鲁克,Innsbruck,5,,所属地区manpower,1500986,153,蒂罗尔,Tyrol,town,4,12.0,9,AUS,奥地利,Austria,,AUS,,land,mountain,false,europe,1,"3,72,45",2982.92,14.13,1465.00,1.57,0.16,yes,1,2,1,,"{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 3}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\153-Tyrol.txt
base,11659,德布勒森,Debrecen,3,,所属地区manpower,2155383,154,特兰蒂萨,Transtisza,city,6,12.0,10,HUN,匈牙利王国,Kingdom of Hungary,,HUN,,land,plains,false,europe,1,"171,117,17",3142.02,10.32,1464.00,1.57,0.22,no,,0,0,,"{""air_base"": 2, ""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}",,AUS:德布雷钦; GER:德布雷钦; ROM:德布雷钦,AUS:Debrezin; GER:Debrezin; ROM:Debrechin,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\154-Southern plain.txt
base,11646,琼格拉德,Csongrád,1,,所属地区manpower,2155383,154,特兰蒂萨,Transtisza,city,6,12.0,10,HUN,匈牙利王国,Kingdom of Hungary,,HUN,,land,plains,false,europe,1,"171,99,177",3119.80,9.80,1453.56,1.57,0.22,no,,0,0,,"{""air_base"": 2, ""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}",,AUS:琼格拉德; GER:琼格拉德; ROM:琼,AUS:Tschongrad; GER:Tschongrad; ROM:Cion,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\154-Southern plain.txt
base,6720,杰尔,Győr,10,,所属地区manpower,1465070,155,北外多瑙,North Transdanubia,large_town,5,0.0,10,HUN,匈牙利王国,Kingdom of Hungary,,HUN,,land,plains,false,europe,1,"87,114,81",3079.08,10.90,1470.50,1.57,0.24,no,,1,1,"{""aluminium"": 40, ""coal"": 1}","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}",,AUS:拉布; GER:拉布; ROM:贾尔,AUS:Raab; GER:Raab; ROM:Gyar,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\155-Western Hungary.txt
base,686,肖普朗,Sopron,1,,所属地区manpower,1465070,155,北外多瑙,North Transdanubia,large_town,5,0.0,10,HUN,匈牙利王国,Kingdom of Hungary,,HUN,,land,plains,false,europe,1,"3,87,175",3066.35,10.30,1470.18,1.57,0.24,no,,0,0,"{""aluminium"": 40, ""coal"": 1}","{""air_base"": 1, ""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 3}",,AUS:厄登堡; GER:厄登堡,AUS:Ödenburg; GER:Ödenburg,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\155-Western Hungary.txt
base,9990,雷焦卡拉布里亚,Reggio Calabria,1,,所属地区manpower,1772000,156,卡拉布里亚,Calabria,town,4,0.0,5,ITA,意大利王国,Kingdom of Italy,,ITA;TTS,,land,mountain,true,europe,1,"131,60,129",3053.02,10.85,1289.00,1.57,0.22,yes,1,2,2,,"{""dockyard"": 1, ""fuel_silo"": 1, ""infrastructure"": 2}","{""naval_base"": 2}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\156-Calabria.txt
base,925,安科纳,Ancona,1,,所属地区manpower,2979335,157,阿布鲁佐,Abruzzo,city,6,0.0,11,ITA,意大利王国,Kingdom of Italy,,ITA;PAP,,land,hills,true,europe,1,"4,138,145",3012.84,11.21,1384.00,1.57,0.24,yes,1,3,1,,"{""industrial_complex"": 1, ""infrastructure"": 3}","{""naval_base"": 4}",,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\157-Abruzzo.txt
base,6788,热那亚,Genoa,10,,所属地区manpower,4765476,158,皮埃蒙特,Piedmont,metropolis,10,0.0,17,ITA,意大利王国,Kingdom of Italy,,ITA;SPM,,land,urban,true,europe,1,"87,201,86",2946.12,9.50,1407.00,1.57,0.20,yes,1,4,2,"{""aluminium"": 16, ""chromium"": 2, ""coal"": 1, ""steel"": 24, ""tungsten"": 1}","{""air_base"": 8, ""arms_factory"": 7, ""dockyard"": 2, ""industrial_complex"": 1, ""infrastructure"": 4}","{""naval_base"": 8}",ITA:热那亚,ITA:Genova,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\158-Piedmont.txt
base,6780,都灵,Torino,5,,所属地区manpower,4765476,158,皮埃蒙特,Piedmont,metropolis,10,0.0,17,ITA,意大利王国,Kingdom of Italy,,ITA;SPM,,land,urban,false,europe,1,"87,192,141",2920.02,13.18,1420.00,1.57,0.20,yes,1,3,2,"{""aluminium"": 16, ""chromium"": 2, ""coal"": 1, ""steel"": 24, ""tungsten"": 1}","{""air_base"": 8, ""arms_factory"": 7, ""dockyard"": 2, ""industrial_complex"": 1, ""infrastructure"": 4}",,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\158-Piedmont.txt
base,3780,米兰,Milan,15,,所属地区manpower,5597704,159,伦巴第,Lombardy,metropolis,10,0.0,10,ITA,意大利王国,Kingdom of Italy,,ITA;LBV,,land,urban,false,europe,1,"45,207,208",2949.48,9.79,1425.00,1.57,0.20,yes,1,4,2,,"{""air_base"": 10, ""arms_factory"": 7, ""industrial_complex"": 3, ""infrastructure"": 4}",,AUS:迈兰; GER:迈兰; ITA:米兰,AUS:Mailand; GER:Mailand; ITA:Milano,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\159-Lombardy.txt
